Avg_Temp (°C),Max_Temp (°C),Min_Temp (°C),Precipitation (mm),Humidity (%),Wind_Speed (m/s),Sea level(meters)
-1.5474444914629557,1.0611258481312067,3.3491983336005825e-17,-0.1475974228071184,1.1754267191348449,-0.1469924284214291,-0.8137260566589047
-3.336097868491445e-16,0.29329914874472707,-0.16775405610606997,-0.16099765919169692,1.4673072066498347,-0.14692584167957518,0.5796936155753305
-0.4834920595814445,-0.4866187237652432,-0.1672200315149204,3.349257901603925e-17,7.473363110056865e-16,0.0,1.4020396516479943
-1.2271745856212404,-1.087967814095447,-0.16866513232965616,-0.15366959367888947,7.473363110056865e-16,-0.1476428939826243,-2.5954758014830093
0.6457103353012222,1.364308348247545,-0.16650981707000592,-0.14753632744284872,0.3539391261321242,-0.14674344048618268,2.2586501058903523
-1.0162924566560334,-0.6817422926786569,-0.16639010736747328,-0.15927872648437036,-1.664089550645604,-0.14750408774156043,-1.0535769838467648
-1.3005726965119992,3.8125329684301266e-16,-0.16865792596385212,-0.15952266789758454,7.473363110056865e-16,-0.14689725529627942,0.4540574156197848
-0.7303341026487445,-0.016144071514223084,-0.16819581227068925,-0.15383283036739115,0.4259022078211561,-0.14679242008736657,0.9680236881651997
1.9967121043784688,-1.973616998610107,-0.1679590050710501,-0.14652575388369965,1.5539501918744598,-0.14711998265208254,-0.42539598406903595
1.2170218077978343,-1.303442769182359,-0.16855119424817486,3.349257901603925e-17,0.9882880372623509,7.206940738779053,0.25989237932485043
-0.1480142560046934,-0.7360975506148049,-0.16861722832696946,-0.14952912827306783,-0.7101085522273349,-0.1476862971158268,-1.7388653472406512
1.752698074962291,0.9197437975798463,-0.16614667920973647,-0.15531400075257154,-1.9058643858149096,-0.1467254283592199,0.8309660154864223
-0.5099684946370305,-0.8466439249119047,3.3491983336005825e-17,-0.1475862429007025,0.012052743620567524,-0.14711680403872082,1.4020396516479943
-0.008301216293354598,-0.6949268001523768,-0.16849715484414168,-0.14662393106284338,1.4222341046297236,-0.14723192901120857,-0.9393622566144504
0.4395075989027659,-0.07347211179964083,-0.16610871117854747,-0.15153667538805066,-0.946270162232665,-0.14755799552069943,2.1101709604883436
1.535859215520189,0.4490116203263023,-0.168269226149535,-0.15080006084871578,0.5379672826485901,-0.14679826478372393,-2.0244021653214372
-0.7818245360781192,1.3122764106476348,-0.16689447201806107,7.203806900442359,-1.9141697767564598,-0.14735793969740935,0.07714881575314725
-0.27729602070679354,0.722451492012197,-0.167286494259352,3.349257901603925e-17,0.9308515518389309,-0.14661593477522708,-0.3111812568367215
-3.336097868491445e-16,-1.959023289640527,-0.16704367632932735,-0.14903549738396935,-0.09137860904920841,-0.1474753083754742,-0.5396107113013504
-0.6843863245639495,1.668046695652068,-0.16704088872762743,-0.1503880567369031,1.423977416000643,-0.14689392006974863,0.9451807427187363
-0.21020193926114225,3.8125329684301266e-16,-0.16744431454565412,-0.15747153200261818,-0.3627426108381109,-0.14719289682013023,-0.02564443875593553
-0.33326890143484494,1.50800661392401,-0.1685795624440597,-0.15336771073715733,1.0597354915926425,-0.14667511051391727,-0.196966529604407
1.295686903938322,-1.954440067243118,-0.16822936169715197,-0.1514293750865691,-1.3802651127625987,-0.14711019289833996,-0.36828862045287847
0.7261075457168277,1.5105874453120474,-0.16708768179722247,-0.1539352273289502,-1.4172172575581155,-0.1475090241298873,0.4883218337894794
0.3845733788130128,-0.30017124972068504,-0.16686714130012636,-0.15441676677420707,-0.6495803667743442,-0.14687292282314723,1.1165028335672083
-0.9347517820877967,0.28215334966404554,-0.1668784028611876,-0.15918395486670298,-0.3965010753129355,-0.14703811583062745,-1.5104358927760226
-3.336097868491445e-16,3.8125329684301266e-16,-0.16598417134414611,-0.147030737957828,1.438406703466458,-0.14693257027613707,0.14567765209253594
-0.7806685436946889,3.8125329684301266e-16,-0.1659369997543832,3.349257901603925e-17,-1.0245118055669618,-0.147637740822581,-0.2540738932205645
1.804717477740049,-0.21829084276544874,-0.16725424762339344,-0.14853091889831344,1.4771435525274228,-0.1467649008361737,-0.48250334768519293
-1.5852567856724056,3.8125329684301266e-16,-0.16771817513370194,3.349257901603925e-17,-1.53577406138989,-0.14690117937284558,1.0022881063348943
-1.049610623841771,0.5909520432469224,3.3491983336005825e-17,-0.1574574226697705,7.473363110056865e-16,-0.1475923551264898,-0.08275180237209252
-3.336097868491445e-16,-0.6141889006306727,-0.16736135787212725,-0.14749308853291324,7.473363110056865e-16,-0.14736409131769532,-0.2540738932205645
-3.336097868491445e-16,0.8617836542747951,3.3491983336005825e-17,-0.16053541033241747,-1.3777388130621995,-0.1466740551368686,-0.6538254385336644
-1.6003486320270828,1.4235497013783613,-0.16695856533083897,-0.15172054092242357,7.473363110056865e-16,-0.14721917969990356,0.7738586518702654
0.9137617733351403,3.8125329684301266e-16,-0.16855510965993106,-0.152301349359705,-1.8316377428127744,-0.14748702918293327,1.4020396516479943
-0.9115689690188008,1.0463763172991976,-0.1663594519732308,-0.14835350242613818,0.6365334971900277,0.0,-1.4533285291598652
-0.7830981926226181,1.5978928660829226,3.3491983336005825e-17,-0.16031796750796898,7.473363110056865e-16,-0.1467533216002978,0.03146292486022145
1.4328667595526128,3.8125329684301266e-16,-0.16784456022591637,-0.14691340327277402,-0.7595087636305841,-0.14676896659265812,-0.3111812568367215
